# date, vza, vaa, sza, saa, sat_flag, lat, lon, b1, b2, b3, b4, b5, b6, b7, b8a, b8b, b9, b10, b11, b12
2017/06/07 09:50,3.76458358393,238.679232557,21.8363665418,142.460435019,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.189833328128,0.221866175532,0.282404184341,0.324146330357,0.320504695177,0.375895500183,-99999,-99999,-99999,-99999
2017/07/07 09:50,3.73031274675,237.885266979,22.7733404238,139.617969737,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.26443067193,0.280043780804,0.336267590523,0.358893483877,0.390481472015,0.405992984772,-99999,-99999,-99999,-99999
2017/07/12 09:50,3.80819431527,239.920895057,23.3919024603,140.112594135,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.229149311781,0.256884396076,0.308174133301,0.339380532503,0.364612430334,0.379794001579,-99999,-99999,-99999,-99999
2017/07/27 09:50,3.77687817914,239.542260381,25.9099437678,143.049639355,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.223432868719,0.227042853832,0.328327864408,0.351166009903,0.412054270506,0.384933829308,-99999,-99999,-99999,-99999
2017/08/01 09:50,3.79551328812,239.677452189,26.955695484,144.399242532,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.158789932728,0.21021284163,0.323502987623,0.36887678504,0.390101402998,0.399172753096,-99999,-99999,-99999,-99999
2017/08/06 09:50,3.80083117248,240.498828297,28.0868315399,145.921325721,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.190512150526,0.219751909375,0.320265620947,0.357602238655,0.377698987722,0.394353270531,-99999,-99999,-99999,-99999
2017/08/11 09:50,3.79657070366,239.769175511,29.3178863123,147.501851167,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.1669588238,0.215514048934,0.314818054438,0.346187472343,0.380276530981,0.384464621544,-99999,-99999,-99999,-99999
2017/08/16 09:50,3.79866969123,240.699841667,30.6252891832,149.195154982,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.173400312662,0.2170201689,0.332951545715,0.363323181868,0.399780154228,0.397919535637,-99999,-99999,-99999,-99999
2017/08/21 09:50,3.80602343131,239.909401131,32.028057097,150.864804886,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.160707101226,0.205860510468,0.302701205015,0.347770243883,0.358433425426,0.387308031321,-99999,-99999,-99999,-99999
2017/08/26 09:50,3.77212028859,237.223966538,33.4946123202,152.602464442,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.162529140711,0.212815180421,0.312452942133,0.338072627783,0.370876371861,0.372229665518,-99999,-99999,-99999,-99999
2017/08/31 09:50,3.80762356377,239.649194529,35.0455989833,154.255189716,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.138498738408,0.190141588449,0.275579214096,0.304565399885,0.328423798084,0.338208943605,-99999,-99999,-99999,-99999
2017/09/05 09:50,3.85766131393,239.572560511,36.6453718635,155.942322741,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.137561902404,0.187073245645,0.283920526505,0.316896855831,0.335583865643,0.363040536642,-99999,-99999,-99999,-99999
2017/09/15 09:50,3.7944193986,240.404354068,40.022714498,159.042299174,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.102209419012,0.150265574455,0.255543768406,0.28740504384,0.295908927917,0.323773950338,-99999,-99999,-99999,-99999
2017/10/05 09:50,3.76268419023,239.325828925,47.155726228,164.118303568,S2A,41.3601553006,15.4772896804,-99999,-99999,-99999,0.0848097652197,0.126061111689,0.215346992016,0.240495577455,0.253513038158,0.27212652564,-99999,-99999,-99999,-99999
2017/10/10 09:50,3.66526396961,235.042618429,48.9619249227,165.031952184,S2B,41.3601553006,15.4772896804,-99999,-99999,-99999,0.28661775589,0.312938630581,0.338555335999,0.34248521924,0.303464204073,0.350942105055,-99999,-99999,-99999,-99999
